📛大鱼TV,#genre#
CCTV-5+,http://xjayrf.eatuo.com:9901/tsfile/live/1025_1.m3u8
CCTV-6,http://xjayrf.eatuo.com:9901/tsfile/live/1026_1.m3u8
CCTV-7,http://xjayrf.eatuo.com:9901/tsfile/live/1027_1.m3u8
CCTV-8,http://xjayrf.eatuo.com:9901/tsfile/live/1028_1.m3u8
CCTV-9,http://xjayrf.eatuo.com:9901/tsfile/live/1029_1.m3u8
CCTV-10,http://xjayrf.eatuo.com:9901/tsfile/live/1030_1.m3u8
CCTV-11,http://xjayrf.eatuo.com:9901/tsfile/live/1031_1.m3u8
CCTV-12,http://xjayrf.eatuo.com:9901/tsfile/live/1032_1.m3u8
CCTV-13,http://xjayrf.eatuo.com:9901/tsfile/live/1033_1.m3u8
CCTV-14,http://xjayrf.eatuo.com:9901/tsfile/live/1034_1.m3u8
CCTV-15,http://xjayrf.eatuo.com:9901/tsfile/live/1035_1.m3u8
CCTV-17,http://xjayrf.eatuo.com:9901/tsfile/live/1036_1.m3u8
CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-1,http://1.183.141.194:8000/hls/1/index.m3u8
CCTV-2,http://1.183.141.194:8000/hls/2/index.m3u8
CCTV-3,http://1.183.141.194:8000/hls/3/index.m3u8
CCTV-4,http://1.183.141.194:8000/hls/4/index.m3u8
CCTV-5,http://1.183.141.194:8000/hls/5/index.m3u8
CCTV-6,http://1.183.141.194:8000/hls/6/index.m3u8
CCTV-7,http://1.183.141.194:8000/hls/7/index.m3u8
CCTV-8,http://1.183.141.194:8000/hls/8/index.m3u8
CCTV-9,http://1.183.141.194:8000/hls/9/index.m3u8
CCTV-10,http://1.183.141.194:8000/hls/10/index.m3u8
CCTV-11,http://1.183.141.194:8000/hls/11/index.m3u8
CCTV-12,http://1.183.141.194:8000/hls/12/index.m3u8
CCTV-13,http://1.183.141.194:8000/hls/13/index.m3u8
CCTV-14,http://1.183.141.194:8000/hls/14/index.m3u8
CCTV-15,http://1.183.141.194:8000/hls/15/index.m3u8
CCTV1,P2p://135.148.104.228:19806/5cb2056ba225422aab04f0ff6c1a1ad9
CCTV2,P2p://135.148.104.228:19806/1c7a2a5c0c384637bb942eb49cc1e0ee
CCTV3,P2p://135.148.104.228:19806/18330ef800b2458892c9761dab67e610
CCTV4,P2p://135.148.104.228:19806/53697021440d41b180890cab9ba1cd96
CCTV5,P2p://135.148.104.228:19806/0126636bbd494267ae7f17c8abc8521f
CCTV5+,P2p://135.148.104.228:19806/631fd43e577344b6ab6bd628dfa384ca
CCTV6,P2p://135.148.104.228:19806/8cf06c01d4a14947a753a183865d1031
CCTV7,P2p://135.148.104.228:19806/06fccec521bf42c29c0803f7a4c40c03
CCTV8,P2p://135.148.104.228:19806/890497d5070b48069ec157bbb85e27bf
CCTV9,P2p://135.148.104.228:19806/bd1be015bfe94e53aab75e8b4a12bfe1
CCTV10,P2p://135.148.104.228:19806/798b628cc31d4534aa26f8d4a2219fb7
CCTV11,P2p://135.148.104.228:19806/5cf4c63b2eaf43cd80d6cccbbb9ae91d
CCTV12,P2p://135.148.104.228:19806/0fccd849c85946e9bed8273fde548d57
CCTV13,P2p://135.148.104.228:19806/65926086b49b4fc4b6f29aab1d497f35
CCTV14,P2p://135.148.104.228:19806/bf1a9f45f37f49568953fe97efe2ccb9
CCTV15,P2p://135.148.104.228:19806/3777f550472d4b91a5bbf76a74580cec
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8



📛卫视频道,#genre#
北京卫视,P2p://135.148.104.228:19806/06648fa4716e4c0f858f936ec55a5b08
天津卫视,P2p://135.148.104.228:19806/753b5a1ce87949e797618d7a05919c87
河北卫视,P2p://135.148.104.228:19806/6bafcb082dd348218d7d85a4219c3cf2
黑龙江卫视,P2p://135.148.104.228:19806/9c0d508f47ff4bdb8182d9f72931cdcc
辽宁卫视,P2p://135.148.104.228:19806/16cc7a4d3c5b4f16a6ae26097645f201
东方卫视,P2p://135.148.104.228:19806/ea901b87a24d4699bc2744aba44fd568
江苏卫视,P2p://135.148.104.228:19806/5d24dd76478f4a5c9ba4bf58121b7839
浙江卫视,P2p://135.148.104.228:19806/1c7b022796c6442db9dacb809dd1985e
江西卫视,P2p://135.148.104.228:19806/73d8b834df834d348e21306f662f6fd8
山东卫视,P2p://135.148.104.228:19806/4713b9f348af4602b007b04aa7f7371a
东南卫视,P2p://135.148.104.228:19806/d29447aad8d34c8aaf7fad3247b8f768
湖北卫视,P2p://135.148.104.228:19806/20fd4426b35349bba472cf83b6d22811
湖南卫视,P2p://135.148.104.228:19806/c6c62463372f446d8b9550fc6a0094c3
深圳卫视,P2p://135.148.104.228:19806/a362a0ab6e614f3281dc0603db0939a2
广东卫视,P2p://135.148.104.228:19806/74940f44e1ab4fc9930f2f70d965b63a
广西卫视,P2p://135.148.104.228:19806/e86220d9f377476c9275764703a4e851
重庆卫视,P2p://135.148.104.228:19806/7d56bafbc2844258adc01c63005510f4
云南卫视,P2p://135.148.104.228:19806/b7b315110bef49df9300ae68ec1e5143
星空卫视,P2p://135.148.104.228:19806/ea86987738b4465482e6f2a122a6b3f8
广东南方卫视,P2p://135.148.104.228:19806/317cfdadd6a74317872a42c84b06f6db
珠江台,P2p://135.148.104.228:19806/681ace4bfde14460a9402f15a7be6985
动漫秀场,P2p://135.148.104.228:19806/1911ce1f1cf04f269fdd327c6e17f990
魅力足球,P2p://135.148.104.228:19806/4f8ae19901604006bdf0708826db9862
五星体育,P2p://135.148.104.228:19806/951eda934cf3474d99e84a3ec47648fa
广东体育,P2p://135.148.104.228:19806/645e3c3f0008eacb71f036e30c4b2c2f
CHC动作电影,P2p://135.148.104.228:19806/b0a0d2f361f04b429a3185b04b6f7667
CCTV16,P2p://135.148.104.228:19806/c2001475104d47b9815a8c3e5e73a761
广东影视,P2p://135.148.104.228:19806/1aeb81d7fa6445348a1765a94ee2ba2c
CHC高清电影,P2p://135.148.104.228:19806/e27bf51377e2485cb8a7e59c05b24848
CHC家庭影院,P2p://135.148.104.228:19806/bbe8e8a94b974d27a3503380b5b934ce
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8
康巴卫视,http://111.202.12.159:8080/3zvkK28/1000/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
江苏卫视,http://wabc.ml/sxg.php?id=jswsH265_4000
北京卫视,http://wabc.ml/sxg.php?id=bjwsH265_4000
东方卫视,http://wabc.ml/sxg.php?id=dfwsH265_4000
湖南卫视,http://wabc.ml/sxg.php?id=hnwsH265_4000
浙江卫视,http://wabc.ml/sxg.php?id=zjwsH265_4000
广东卫视,http://wabc.ml/sxg.php?id=gdwsH265_4000
江西卫视,http://wabc.ml/sxg.php?id=jxwsH265_4000
湖北卫视,http://wabc.ml/sxg.php?id=hbwsH265_4000
重庆卫视,http://wabc.ml/sxg.php?id=cqwsH265_4000
安徽卫视,http://wabc.ml/sxg.php?id=ahwsH265_4000
东南卫视,http://wabc.ml/sxg.php?id=dnwsfjwsH265_4000
山东卫视,http://wabc.ml/sxg.php?id=sdwsH265_4000
深圳卫视,http://wabc.ml/sxg.php?id=szwsH265_4000
天津卫视,http://wabc.ml/sxg.php?id=tjwsH265_4000
贵州卫视,http://wabc.ml/sxg.php?id=gzwsH265_4000
吉林卫视,http://wabc.ml/sxg.php?id=jlwsH265_4000
黑龙江卫视,http://wabc.ml/sxg.php?id=hljwsH265_4000
四川卫视,http://wabc.ml/sxg.php?id=scwsH265_4000
甘肃卫视,http://wabc.ml/sxg.php?id=gsws_4000
云南卫视,http://wabc.ml/sxg.php?id=ynws_4000
广西卫视,http://wabc.ml/sxg.php?id=gxws_4000
河南卫视,http://wabc.ml/sxg.php?id=hnws35_4000
山西卫视,http://wabc.ml/sxg.php?id=sxws42_4000
内蒙古卫视,http://wabc.ml/sxg.php?id=nmgws_4000
陕西卫视,http://wabc.ml/sxg.php?id=sxws_4000
💫江西综合,#genre#
新余新闻综合,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd1.m3u8?zjiangxd
新余公共频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd2.m3u8?zjiangxd
新余教育频道,http://live02.jxtvcn.com.cn/live-jxtvcn/ganyun_xinyu_hd3.m3u8?zjiangxd
崇义综合频道,http://live.mudu.tv/watch/52dbfz.m3u8?zjiangxd
瑞金综合频道,http://live.mudu.tv/watch/u2udf0.m3u8?zjiangxd
鄱阳综合,http://pili-live-hls.poyang.jxxw.com.cn/pyxrmtzx/poyang.m3u8?zjiangxd
崇仁综合频道,http://live.mudu.tv/watch/23ejte.m3u8?zjiangxd
东乡区综合频道,http://live.mudu.tv/watch/hnkexb.m3u8?zjiangxd
永新电视一套,http://jxyx.chinashadt.com:2036/live/1002.stream/playlist.m3u8?zjiangxd

📛云南综合,#genre#
德宏新闻综合,http://hw-play.lezhibo.com/live/0c86d6ff906e424fb4457a4806f645ea.m3u8?zyund
德宏公共民语,http://hw-play.lezhibo.com/live/0e0bf436ed2847eaa7083a11c185f221.m3u8?zyund
红河州新闻综合,http://tv.drs.hhtv.cc:8100/channellive/hhtv-1.flv?zyund
红河州公共,http://tv.drs.hhtv.cc:8100/channellive/hhtv-2.flv?zyund
文山州新闻综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv?zyund
文山州新闻综合,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8?zyund
文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
普洱新闻综合,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel12/playlist.m3u8?zyund
普洱新闻综合,rtmp://tv.pebtv.cn:1936/channerllive/ch1?zyund
普洱公共频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel27/playlist.m3u8?zyund
普洱公共频道,rtmp://tv.pebtv.cn:1936/channerllive/ch2?zyund
普洱科教频道,http://file.pebtv.cn:8101/cms/videos/nmip-media/channellive/channel28/playlist.m3u8?zyund
普洱科教频道,rtmp://tv.pebtv.cn:1936/channerllive/ch3?zyund
迪庆综合,rtmp://stream01.dqtv123.com:1935/live/xinwenzonghe.stream?zyund
迪庆藏语,rtmp://stream01.dqtv123.com:1935/live/diqingzangyu.stream?zyund
西双版纳综合,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8?zyund
西双版纳公共,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8?zyund
怒江新闻综合,http://livebroadcast.ccwb.cn/live/w1620805130988936.m3u8?zyund
腾冲综合,http://live.ynurl.com/video/s10012-TCTV/index.m3u8?zyund
芒市综合,http://live.ynurl.com/video/s10001-mstv1/index.m3u8?zyund
瑞丽综合,http://live.ynurl.com/video/s10021-rltv/index.m3u8?zyund
盈江综合,http://live.ynurl.com/video/s10016-YJTV-2/index.m3u8?zyund
峨山电视,http://live.ynurl.com/video/s10034-ESTV/index.m3u8?zyund
兰坪综合,http://livebroadcast.ccwb.cn/live/w1628850306485945.m3u8?zyund
泸水综合,http://livebroadcast.ccwb.cn/live/w1596164431584927.m3u8?zyund
个旧综合,http://tv.drs.hhtv.cc:8100/channellive/gjdst.flv?zyund
红河县综合,http://tv.drs.hhtv.cc:8100/channellive/hhxdst.flv?zyund
开远综合,http://live.ynurl.com/video/s10044-KYTV/index.m3u8?zyund
蒙自综合,http://live.ynurl.com/video/s10019-mzdst/index.m3u8?zyund
屏边综合,http://live.ynurl.com/video/s10040-pbzh/index.m3u8?zyund
元阳综合,http://tv.drs.hhtv.cc:8100/channellive/yydst.flv?zyund
广南电视台,http://live.ynurl.com/video/s10031-gnxgbds/index.m3u8?zyund
马关电视台,http://live.ynurl.com/video/s10046-001/index.m3u8?zyund
丘北电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8?zyund
丘北电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/qbtv.flv?zyund
砚山电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/ystv.flv?zyund
砚山电视台,http://live.ynurl.com/video/s10020-ystv/index.m3u8?zyund
砚山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8?zyund
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8?zyund
麻栗坡电视台,http://tvdrs.wsrtv.com.cn:8100/channellive/mlptv.flv?zyund
昌宁电视台,http://live.ynurl.com/video/s10047-cntv/index.m3u8?zyund
龙陵综合频道,rtmp://hwzbout.yunshicloud.com/ey0321/l0vlci?zyund
宾川一套,http://live.bcrmtzx.com/tv01/sd/live.m3u8?zyund
施甸综合,http://live.ynurl.com/video/s10048-SDTV/index.m3u8?zyund
陇川综合,http://live.ynurl.com/video/s10027-LCDST/index.m3u8?zyund
梁河综合,http://live.ynurl.com/video/s10032-lhtv/index.m3u8?zyund
金平综合,http://live.ynurl.com/video/s10041-JPTV/index.m3u8?zyund
石屏综合,http://live.ynurl.com/video/s10059-SPTV/index.m3u8?zyund
镇康综合,rtmp://hwzbout.yunshicloud.com/cv8ggj/68e3x9?zyund
江川综合,http://live.ynurl.com/video/s10037-JCTV/index.m3u8?zyund
通海电视台,http://live.ynurl.com/video/s10038-thtv/index.m3u8?zyund
新平综合,http://livebroadcast.ccwb.cn/live/w1615257519790969.m3u8?zyund
鲁甸综合,http://livebroadcast.ccwb.cn/live/w1619693259142907.m3u8?zyund
巧家综合,http://livebroadcast.ccwb.cn/live/w1593303918254963.m3u8?zyund
绥江综合,http://livebroadcast.ccwb.cn/live/w1615172384810938.m3u8?zyund
良综合,http://livebroadcast.ccwb.cn/live/w1606370492402991.m3u8?zyund
永善综合,http://livebroadcastys.ccwb.cn/live/w1640068184635996.m3u8?zyund
福贡综合,http://livebroadcast.ccwb.cn/live/w1612505860303999.m3u8?zyund
贡山综合,http://livebroadcast.ccwb.cn/live/w1609121671179943.m3u8?zyund

📛甘肃综合,#genre#
白银综合,http://live.bygd.cn/byzh/sd/live.m3u8?gansu
白银公共,http://live.bygd.cn/bygg/sd/live.m3u8?zgand
白银文化教育,http://live.bygd.cn/bygg/sd/live.m3u8
庆阳综合,https://play.kankanlive.com/live/1632025772916979.m3u8
酒泉综合,https://play.kankanlive.com/live/1670484489757955.m3u8
酒泉文旅,https://play.kankanlive.com/live/1670485888598957.m3u8
张掖新闻,https://play.kankanlive.com/live/1675849013180979.m3u8
张掖公共,https://play.kankanlive.com/live/1675849073594980.m3u8
武威新闻,https://play.kankanlive.com/live/1665542459897968.m3u8
定西综合,https://play.kankanlive.com/live/1675303871634928.m3u8
定西文旅生活,https://play.kankanlive.com/live/1675303983674929.m3u8
会宁综合,http://p6.vzan.com/slowlive/577613453950840330/live.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8
景泰综合,https://play.kankanlive.com/live/1624439143745981.m3u8?zgand
金昌综合频道,https://play.kankanlive.com/live/1660096574549900.m3u8
金昌综合频道,http://play.kankanlive.com/live/1660096574549900.m3u8
靖远综合,https://play.kankanlive.com/live/1658390970673988.m3u8
平川综合,https://play.kankanlive.com/live/1658907556249918.m3u8
甘肃综合,https://play.kankanlive.com/live/1656898082155960.m3u8
金川综合,https://play.kankanlive.com/live/1657360567739997.m3u8
永昌综合,https://play.kankanlive.com/live/1652755738635915.m3u8
兰州兰石,http://play.kankanlive.com/live/1679470864707966.m3u8
安定综合,https://play.kankanlive.com/live/1672881652415978.m3u8
陇西综合,https://play.kankanlive.com/live/1669881644081970.m3u8
岷县综合,https://play.kankanlive.com/live/1672715401874967.m3u8
通渭综合,https://play.kankanlive.com/live/1661761962676984.m3u8
渭源新闻,https://play.kankanlive.com/live/1670425682598950.m3u8
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
临夏市电视台,http://124.152.34.102:8030/wCMq71/wCMq71_0.m3u8
静宁综合,https://play.kankanlive.com/live/1658194434596952.m3u8
西峰综合,https://play.kankanlive.com/live/1683944827526991.m3u8
泰安综合,https://play.kankanlive.com/live/1680577080200944.m3u8
清水综合,https://play.kankanlive.com/live/1680856022756939.m3u8
天祝综合,https://play.kankanlive.com/live/1656487214793905.m3u8

📛贵州综合,#genre#
黔南新闻综合,rtmp://tv.qntv.net/channellive/ch1?zguizd
黔南公共,rtmp://tv.qntv.net/channellive/ch2?zguizd


📛广东广州综合,#genre#
嘉佳卡通,http://111.40.196.25:443/PLTV/88888888/224/3221225647/1.m3u8
广东经济科教,https://pili-live-hls.kingsmedia.cn/metoo-live/e06829f1a4374c4cb7f72cd99c7c636d.m3u8
GRTN记录片,https://glive.grtn.cn/live/jilupian.m3u8?auth_key=1674485030-0-0-8e72afed6ab44396dc4d6271a6b412ca
GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广州综合,https://newhc.gztv.com/sec/zhonghe.m3u8
广州新闻,https://newhc.gztv.com/sec/xinwen.m3u8
广州影视,https://newhc.gztv.com/sec/yingshi.m3u8
广州法治,https://newhc.gztv.com/sec/fazhi.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
梅州综合,http://p2.vzan.com/slowlive/403126774572750089/live.m3u8
梅州客家生活,http://p2.vzan.com/slowlive/645350022315428297/live.m3u8
阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
佛冈综合,http://p2.vzan.com/slowlive/763398745742339271/live.m3u8
清新综合,http://hls.wiseqx.com/live/qxzh.m3u8
清新公共,http://hls.wiseqx.com/live/qxgg.m3u8
增城综合,https://pl1.cloud.dayang.com.cn/live/10062_E5i2s6.m3u8
丰顺综合,https://p2.vzan.com/slowlive/024926084736123668/live.m3u8
平远综合,http://p2.vzan.com/slowlive/738135449685137104/live.m3u8
五华综合,http://p2.vzan.com/slowlive/985282647660143081/live.m3u8
南宁综合新闻,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
桂林新闻综合,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
河池新闻综合,http://www.hcbtv.com:21953/hc_live1/hczhpd_live.m3u8
河池教育,http://www.hcbtv.com:21953/hc_live2/hcjy_live.m3u8
北海新闻综合,https://live.gxrb.com.cn/gx/beihai/index.m3u8
北海经济科教,https://rtmp.gdlive.gdmain.com/live/ln9rndz0.m3u8
