央视直播,#genre#
CCTV-17,http://xjayrf.eatuo.com:9901/tsfile/live/1036_1.m3u8
CCTV-2,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8
CCTV-3,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8
CCTV-4,http://1.195.111.251:11190/tsfile/live/0004_1.m3u8
CCTV-5,http://1.195.111.251:11190/tsfile/live/0005_1.m3u8
CCTV-6,http://1.195.111.251:11190/tsfile/live/0006_1.m3u8
CCTV-7,http://1.195.111.251:11190/tsfile/live/0007_1.m3u8
CCTV-8,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-9,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-10,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-11,http://1.195.111.251:11190/tsfile/live/0011_1.m3u8
CCTV-12,http://1.195.111.251:11190/tsfile/live/0012_1.m3u8
CCTV-13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-14,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-15,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-1,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000210103.m3u8
CCTV-2,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203603.m3u8
CCTV-3,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203803.m3u8
CCTV-4,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204803.m3u8
CCTV-5,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205103.m3u8
CCTV-5+,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204503.m3u8
CCTV-6,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203303.m3u8
CCTV-7,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000510003.m3u8
CCTV-8,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV-9,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV-10,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV-11,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV-12,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8
CCTV-13,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV-14,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV-15,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV-16,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV-17,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8
CCTV-风云足球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514203.m3u8
CCTV-风云音乐,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514103.m3u8
CCTV-风云剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513603.m3u8
CCTV-第一剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514403.m3u8
CCTV-怀旧剧场,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012511203.m3u8
CCTV-兵器科技,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
CCTV-高尔夫网球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012512503.m3u8
CCTV-世界地理,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513303.m3u8
CCTV-女性时尚,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
CCTV-央视精品,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513803.m3u8
CCTV-央视台球,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513703.m3u8
CCTV-电视指南,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012514003.m3u8
CCTV-卫生健康,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012513502.m3u8
CCTV-1,http://125.210.152.19:9120/live/hzgq-cctv1gq-h264.m3u8
CCTV-2,http://125.210.152.19:9120/live/hzgq-cctv2gq-h264.m3u8
CCTV-3,http://125.210.152.19:9120/live/hzgq-cctv3gq-h264.m3u8
CCTV-4,http://125.210.152.19:9120/live/hzgq-cctv4gq-h264.m3u8
CCTV-5,http://125.210.152.19:9120/live/hzgq-cctv5gq-h264.m3u8
CCTV-5+,http://125.210.152.19:9120/live/hzgq-cctvzhgq-h264.m3u8
CCTV-6,http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8
CCTV-7,http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8
CCTV-8,http://125.210.152.19:9120/live/hzgq-cctv8gq-h264.m3u8
CCTV-9,http://125.210.152.19:9120/live/hzgq-cctvjlgq-h264.m3u8
CCTV-10,http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8
CCTV-11,http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8
CCTV-12,http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8
CCTV-13,http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8
CCTV-14,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV-15,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV-16,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV-17,http://125.210.152.19:9120/live/hzgq-cctv17gq-h264.m3u8
CCTV-1,http://222.71.90.218:8888/newlive/live/hls/2/live.m3u8
CCTV-5,http://222.71.90.218:8888/newlive/live/hls/6/live.m3u8
CCTV-6,http://222.71.90.218:8888/newlive/live/hls/7/live.m3u8
CCTV-10,http://222.71.90.218:8888/newlive/live/hls/11/live.m3u8
CCTV-14,http://222.71.90.218:8888/newlive/live/hls/15/live.m3u8
CCTV-1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8
CCTV-4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8?
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-4,http://jycb.f3322.net:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://jycb.f3322.net:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1,http://1.183.141.194:8000/hls/1/index.m3u8
CCTV-2,http://1.183.141.194:8000/hls/2/index.m3u8
CCTV-3,http://1.183.141.194:8000/hls/3/index.m3u8
CCTV-4,http://1.183.141.194:8000/hls/4/index.m3u8
CCTV-5,http://1.183.141.194:8000/hls/5/index.m3u8
CCTV-6,http://1.183.141.194:8000/hls/6/index.m3u8
CCTV-7,http://1.183.141.194:8000/hls/7/index.m3u8
CCTV-8,http://1.183.141.194:8000/hls/8/index.m3u8
CCTV-9,http://1.183.141.194:8000/hls/9/index.m3u8
CCTV-10,http://1.183.141.194:8000/hls/10/index.m3u8
CCTV-11,http://1.183.141.194:8000/hls/11/index.m3u8
CCTV-12,http://1.183.141.194:8000/hls/12/index.m3u8
CCTV-13,http://1.183.141.194:8000/hls/13/index.m3u8
CCTV-14,http://1.183.141.194:8000/hls/14/index.m3u8
CCTV-15,http://1.183.141.194:8000/hls/15/index.m3u8
CCTV-4k,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000266303.m3u8
CETV-1,http://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV-2,http://txycsbl.centv.cn/zb/0822cetv2.m3u8
CETV-3,http://txycsbl.centv.cn/zb/0822cetv3.m3u8
CETV-4,http://txycsbl.centv.cn/zb/0822cetv4.m3u8

央卫直播HD,#genre#
CCTV-1HD,http://jh.d7g.cn/tv/migu.php?id=cctv1
CCTV-1HD2,http://jh.d7g.cn/tv/migu.php?id=cctv1b
CCTV-2HD,http://jh.d7g.cn/tv/migu.php?id=cctv2
CCTV-3HD,http://jh.d7g.cn/tv/migu.php?id=cctv3
CCTV-4HD,http://jh.d7g.cn/tv/migu.php?id=cctv4
CCTV-4欧洲,http://jh.d7g.cn/tv/migu.php?id=cctv4o
CCTV-4美洲,http://jh.d7g.cn/tv/migu.php?id=cctv4a
CCTV-5HD,http://jh.d7g.cn/tv/migu.php?id=cctv5
CCTV-5HD2,http://jh.d7g.cn/tv/migu.php?id=cctv5b
CCTV-5+HD,http://jh.d7g.cn/tv/migu.php?id=cctv5p
CCTV-5+HD2,http://jh.d7g.cn/tv/migu.php?id=cctv5p2
CCTV-6HD,http://jh.d7g.cn/tv/migu.php?id=cctv6
CCTV-7HD,http://jh.d7g.cn/tv/migu.php?id=cctv7
CCTV-8HD,http://jh.d7g.cn/tv/migu.php?id=cctv8
CCTV-9HD,http://jh.d7g.cn/tv/migu.php?id=cctv9
CCTV-10HD,http://jh.d7g.cn/tv/migu.php?id=cctv10
CCTV-11HD,http://jh.d7g.cn/tv/migu.php?id=cctv11
CCTV-12HD,http://jh.d7g.cn/tv/migu.php?id=cctv12
CCTV-13HD,http://jh.d7g.cn/tv/migu.php?id=cctv13
CCTV-14HD,http://jh.d7g.cn/tv/migu.php?id=cctv14
CCTV-15HD,http://jh.d7g.cn/tv/migu.php?id=cctv15
CCTV-17HD,http://jh.d7g.cn/tv/migu.php?id=cctv17
CGTN西语,http://jh.d7g.cn/tv/migu.php?id=cgtne
CGTN阿语,http://jh.d7g.cn/tv/migu.php?id=cgtna
CHC家庭影院,http://jh.d7g.cn/tv/migu.php?id=chcjtyy
北京卫视HD,http://jh.d7g.cn/tv/migu.php?id=bjws
东方卫视HD,http://jh.d7g.cn/tv/migu.php?id=dfws
东方卫视HD2,http://jh.d7g.cn/tv/migu.php?id=dfws2
重庆卫视,http://jh.d7g.cn/tv/migu.php?id=cqws
吉林卫视,http://jh.d7g.cn/tv/migu.php?id=jlws
辽宁卫视HD,http://jh.d7g.cn/tv/migu.php?id=lnws
内蒙古卫视,http://jh.d7g.cn/tv/migu.php?id=nmws
宁夏卫视,http://jh.d7g.cn/tv/migu.php?id=nxws
甘肃卫视,http://jh.d7g.cn/tv/migu.php?id=gsws
青海卫视,http://jh.d7g.cn/tv/migu.php?id=qhws
陕西卫视HD,http://jh.d7g.cn/tv/migu.php?id=sxws
山东卫视HD,http://jh.d7g.cn/tv/migu.php?id=sdws
湖北卫视HD,http://jh.d7g.cn/tv/migu.php?id=hubws
湖南卫视HD,http://jh.d7g.cn/tv/migu.php?id=hunws
江西卫视HD,http://jh.d7g.cn/tv/migu.php?id=jxws
江苏卫视HD,http://jh.d7g.cn/tv/migu.php?id=jsws
广东卫视HD,http://jh.d7g.cn/tv/migu.php?id=gdws
广东卫视HD2,http://jh.d7g.cn/tv/migu.php?id=gdws2
大湾区卫视,http://jh.d7g.cn/tv/migu.php?id=dwqws
四川卫视HD,http://jh.d7g.cn/tv/migu.php?id=scws
西藏卫视,http://jh.d7g.cn/tv/xztv.php?id=0
新疆卫视,http://jh.d7g.cn/tv/migu.php?id=xjws
西藏卫视,http://jh.d7g.cn/tv/migu.php?id=xzws
海南卫视,http://jh.d7g.cn/tv/migu.php?id=hinws
四海钓鱼,http://jh.d7g.cn/tv/migu.php?id=shdy
江苏教育,http://jh.d7g.cn/tv/migu.php?id=jsjy
山东教育卫视,http://jh.d7g.cn/tv/migu.php?id=sdjy
游戏风云HD,http://jh.d7g.cn/tv/migu.php?id=yxfy
欢笑剧场4K,http://jh.d7g.cn/tv/migu.php?id=hxjc
东方购物,http://jh.d7g.cn/tv/migu.php?id=dfgw
之江纪录,http://jh.d7g.cn/tv/migu.php?id=zjjl
杭州综合,http://jh.d7g.cn/tv/migu.php?id=hzzh
杭州明珠,http://jh.d7g.cn/tv/migu.php?id=hzmz
杭州生活,http://jh.d7g.cn/tv/migu.php?id=hzsh
杭州影视,http://jh.d7g.cn/tv/migu.php?id=hzys
杭州少儿体育,http://jh.d7g.cn/tv/migu.php?id=hzse


浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
安徽卫视,https://www.whalenas.com/bestv/index.php?id=ahwshd8m/8000000
安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
湖南卫视,https://node1.olelive.com:6443/live/HNHD/hls.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
四川卫视,http://39.184.224.99:9080/newlive/live/hls/33/live.m3u8
四川卫视,http://[2409:8087:5c0b:10:2::77]:6610/000000001000/1000000002000016825/1.m3u8?channel-id=ystenlive&Contentid=1000000002000016825&livemode=1&stbId=0
重庆卫视,https://sjlivecdn9.cbg.cn/204912315959/app_2/_definst_/ls_2.stream/chunklist.m3u8
重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://222.71.90.218:8888/newlive/live/hls/34/live.m3u8
江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8
辽宁卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225735/1653146603-1-1648950958.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8?blog.ntnas.top
浙江卫视,http://125.210.152.19:9120/live/hzgq-zjwsgq-h264.m3u8
湖南卫视,http://125.210.152.19:9120/live/hzgq-hnwsgq-h264.m3u8
江苏卫视,http://125.210.152.19:9120/live/hzgq-jswsgq-h264.m3u8
北京卫视,http://125.210.152.19:9120/live/hzgq-bjgqws-h264.m3u8
东方卫视,http://125.210.152.19:9120/live/hzgq-dftvgq-h264.m3u8
广东卫视,http://125.210.152.19:9120/live/hzgq-gdwsgq-h264.m3u8
河南卫视,http://125.210.152.19:9120/live/hzgq-henanwsgq-h264.m3u8
河北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq1-h264.m3u8
安徽卫视,http://125.210.152.19:9120/live/hzgq-ahwsgq-h264.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
江西卫视,http://125.210.152.19:9120/live/hzgq-jxwsgq-h264.m3u8
山东卫视,http://125.210.152.19:9120/live/hzgq-sdwsgq-h264.m3u8
深圳卫视,http://125.210.152.19:9120/live/hzgq-szwsgq-h264.m3u8
天津卫视,http://125.210.152.19:9120/live/hzgq-tjwsgq-h264.m3u8
云南卫视,http://125.210.152.19:9120/live/hzgq-ynwsgq-h264.m3u8
重庆卫视,http://125.210.152.19:9120/live/hzgq-cqwsgq-h264.m3u8
吉林卫视,http://125.210.152.19:9120/live/hzgq-jlwsgq-h264.m3u8
黑龙江卫视,http://125.210.152.19:9120/live/hzgq-hljwsgq-h264.m3u8
辽宁卫视,http://125.210.152.19:9120/live/hzgq-lnwsgq-h264.m3u8
北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
江苏卫视,http://222.71.90.218:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
深圳卫视,http://222.71.90.218:8888/newlive/live/hls/24/live.m3u8
黑龙江卫视,http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8
山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
安徽卫视,http://222.71.90.218:8888/newlive/live/hls/28/live.m3u8
东南卫视,http://222.71.90.218:8888/newlive/live/hls/29/live.m3u8
江西卫视,http://222.71.90.218:8888/newlive/live/hls/30/live.m3u8
辽宁卫视,http://222.71.90.218:8888/newlive/live/hls/31/live.m3u8
天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
四川卫视,http://222.71.90.218:8888/newlive/live/hls/33/live.m3u8
重庆卫视,http://222.71.90.218:8888/newlive/live/hls/34/live.m3u8
贵州卫视,http://222.71.90.218:8888/newlive/live/hls/35/live.m3u8
海南卫视,http://222.71.90.218:8888/newlive/live/hls/36/live.m3u8
河北卫视,http://222.71.90.218:8888/newlive/live/hls/37/live.m3u8
河南卫视,http://222.71.90.218:8888/newlive/live/hls/38/live.m3u8
云南卫视,http://222.71.90.218:8888/newlive/live/hls/39/live.m3u8
广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
吉林卫视,http://222.71.90.218:8888/newlive/live/hls/41/live.m3u8
宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
青海卫视,http://222.71.90.218:8888/newlive/live/hls/43/live.m3u8
西藏卫视,http://222.71.90.218:8888/newlive/live/hls/44/live.m3u8
陕西卫视,http://222.71.90.218:8888/newlive/live/hls/45/live.m3u8
内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8
新疆卫视,http://222.71.90.218:8888/newlive/live/hls/47/live.m3u8
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8?
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
延边卫视,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8?
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
安多卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
延边卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
农林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://111.202.12.159:8080/kYGHWzA/1000/live.m3u8
康巴卫视,http://111.202.12.159:8080/3zvkK28/1000/live.m3u8
延边卫视,http://live.ybtvyun.com/video/s10016-7e5f23de35df/index.m3u8
江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
